Assamese_Sentence	English_Translation
আনহাতে, সমগ্র দেশৰ লগতে অলিম্পিকত পদক জয় কৰি অসমবাসীক গৌৰৱান্বিত কৰা বক্সাৰ লাভলীনা বৰগোহাঁইক অভিহিত কৰা হৈছে ‘ভয়হীন যোদ্ধা’ হিচাপে৷	On the other hand, boxer Lovlina Borgohain, who has made the entire country as well as the people of Assam proud by winning medals in the Olympics, has been hailed as a'fearless fighter '.
শেহতীয়াকৈ ৯০গৰাকী লোকৰ দেহত ধৰা পৰিছে কোৰোনা।	Recently, corona has been detected in the bodies of 90 people.
লক্ষ্যৰ পিছা কৰি দক্ষিণ আফ্ৰিকাই ৩৯.৫ অভাৰতে আটাইকেইটা উইকেট হেৰুৱাই মাত্ৰ ২০৭ ৰাণ সংগ্ৰহ কৰিবলৈহে সক্ষম হয়।	Chasing the target, South Africa could only manage 207 runs in 39.5 overs losing all their wickets.
এইগৰাকী শ্ৰেষ্ঠ বেটছমেনে ইতিমধ্যে প্ৰশিক্ষক হিচাপে বহু চমকপ্ৰদ কাৰ্য সম্পাদন কৰিছে।	This great batsman has already done many wonderful things as a coach.
ইছলামাবাদৰ পৰা ৭০ কিলোমিটাৰ উত্তৰ প্রান্তত থকা মুৰি চহৰ পর্যটকসকলৰ আকর্ষণৰ কেন্দ্রবিন্দু৷	The town of Murree, 70 km north of Islamabad, is a tourist attraction.
দিল্লীলৈ ৰাওনা হোৱাৰ পূৰ্বে এই চুক্তি সন্দৰ্ভত কিছু কথা জনালে হাগ্ৰামা মহিলাৰীয়ে।	Before leaving for Delhi, Hagrama Mahilary gave some information about this agreement.
অসম আৰক্ষী, অপৰাধীৰ সু-সম্পৰ্ক ! জালুকাবাৰী থানাৰ কনিষ্টবলৰ ৰিজাৰ্ভ ক্ল'জ...	Good rapport of Assam Police, criminals! Reserve clause of constable of Jalukbari police station...
বিস্ফোৰণৰ সময়ত ফেক্টৰীটোৰ ভিতৰত কাম কৰি আছিল লোক কেইজনে।	Several people were working inside the factory at the time of the explosion.
অৱশ্যে ৯ জুলাইৰ লৈকে খোলা থাকিব দোকান-পোহাৰ।	However, shops will remain open till July 9.
আন বিভাগৰ ব্ৰেণ্ড এম্বেচেদৰসকলক কোটি কোটি ধন দিয়া হয়।	Billions are paid to brand ambassadors in other departments.
স্বাস্থ্য বিভাগে আক্ৰান্ত সকলোৰে নমুনা সংগ্ৰহ কৰি ক’ভিডৰ অ’মিক্ৰণ পৰীক্ষাৰ বাবে যোৰহাটলৈ পঠিওৱাৰ ব্যৱস্থা লোৱা বুলি জানিব পৰা গৈছে।	The health department has reportedly taken measures to collect samples of all the infected and send them to Jorhat for Covid Omicron testing.
আদিত্য নাথে সভাত কয়, কংগ্ৰেছে সন্ত্ৰাসবাদীক বিৰিয়ানী খুৱাইছিল আৰু মোডীৰ সেনাই সিহঁতক গুলি আৰু বাৰুদ খোৱাই আহিছে।	Aditya Nath said in the meeting, Congress fed biryani to terrorists and Modi's army has been feeding them bullets and gunpowder.
অপসংস্কৃতি ৰোধৰ বাবে ব্যৱস্থা গ্রহণ কৰিবলৈ সচেতন ৰাইজে দাবী জনাইছে৷	Conscious people are demanding action to stop the culture.
সেই সময়ত ইছৰ’ৰ কৰ্তৃপক্ষইয়ো কোনো আনুষ্ঠানিক ঘোষণা কৰা নাছিল।	No official announcement was made by the ISRO authorities at that time.
প্ৰতিটো মুৰ্হূততে বৃদ্ধি পোৱা কোৰোনাত আক্ৰান্তৰ সংখ্যাই চিন্তিত কৰি তুলিছে বিশ্বসবাসীক।	The number of corona cases, which is increasing every day, is worrying the faithful.
প্ৰতিবাদৰ অন্তত প্ৰতিকৃতিসমূহ দাহ কৰে ৰাজপথৰ মাজতে।	At the end of the protest, the effigies are burnt in the middle of the Rajpath.
মকৰ ঃ শুভ ৰং নীলা, সংখ্যা ৭৷	Capricorn: Auspicious colour is blue, number 7.
কিদৰে এই চক্ৰই আৰক্ষীক কাঠ ভৰ্তি ট্ৰাক আহিলে ধনেৰে মেনেজ কৰে সেই দৃশ্যও বন্দী হৈছে কেমেৰাত।	The camera also captures how the gang manages to bribe the police when a truck full of wood arrives.
তথ্যচিত্ৰখন মুকলি কৰি মুখ্যমন্ত্ৰী সোণোৱালে এইক্ষেত্ৰত কাম কৰি অহা হাড়গিলা আৰ্মী’ৰ প্ৰতিষ্ঠাপক ড০ পূৰ্ণিমা বৰ্মণৰ লগতে গোটেই দলটোকে ভূয়সী প্ৰশংসা কৰে।	While releasing the documentary, Chief Minister Sonowal highly appreciated the entire team including Dr. Purnima Barman, the founder of Hadagila Army, who is working on it.
স্মৰ্তব্য যে,  উক্ত পথেৰে বেলশৰ, ককয়া, বৰ্নিবাৰী, জাগাৰা আদি গাওঁ ছাত্ৰ-ছাত্ৰীয়ে উচ্চ শিক্ষাৰ প্ৰাণকেন্দ্ৰ চামতা কামৰূপ মহাবিদ্যালয়লৈ শিক্ষাগ্ৰহণৰ বাবে আহে যদিওঁ পথটোৰ বিধ্বস্ত ৰূপে সকলো শ্ৰেণীৰ ৰাইজকে যাতায়াতৰ ক্ষেত্ৰত সমস্যাত পেলাইছে।	It may be recalled that on the said route, students from villages like Belshar, Kakoya, Barnibari, Jagraon etc. come to Samta Kamrup College for higher education, but the dilapidated condition of the road has put all sections of people to inconvenience in commuting.
দ্বিতীয়বাৰৰ বাবে কণ্টেইনমেণ্ট জন ঘোষিত হল কোকৰাঝাৰ জিলা উপায়ুক্তৰ কাৰ্যালয় ।	The office of the Deputy Commissioner of Kokrajhar has been declared a containment zone for the second time.
ৰাষ্ট্ৰৰ প্ৰতি তেখেতে আগবঢ়োৱা সেৱা স্মৰণীয় হৈ ৰ’ব।	His service to the nation will be remembered.
বিগত ৩০ টা দিন বানপানীৰ মাজতো অশেষ কষ্ট কৰি শিক্ষাদান কৰিছিল দেওবাৰে  সম্বৰ্ধিত শিক্ষক দুগৰাকীয়ে ।	The two teachers felicitated on Sunday had taught with great difficulty for the past 30 days in the midst of the floods.
কোৰোনাৰ আতংকৰ মাজতে অসম তথা ওদালগুৰিবাসীৰ বাবে সুখবৰ।	Good news for the people of Assam and Udalguri amid Corona scare.
তদুপৰি নগাঁও জিলা সাহিত্য সভাৰ অন্তৰ্গত শাখা সমিতি সমূহৰ দুগৰাকীকৈ কবিৰ লগতে আমন্ত্ৰিত কবি সহ শতাধিক কবিয়ে কবিতা পাঠ কৰি সাহিত্য সভাৰ মজিয়া জীপাল কৰি তোলে।	Moreover, hundreds of poets including invited poets along with two poets from the branch committees under Nagaon District Sahitya Sabha made the floor of the Sahitya Sabha jeepal by reciting poems.
অখিল গগৈৰ স্বাস্থ্যৰ এনে অৱস্থাৰ বাবে চিন্তাত পৰিছে তেওঁৰ সৈতে কাৰ বিৰুদ্ধে প্ৰতিবাদ কৰি কাৰাগাৰত থকা আন একাংশ সতীৰ্থও।	Such a state of health of Akhil Gogoi has worried some of his other colleagues who are also in jail protesting against whom.
দিল্লীৰ হিংসাত্মক ঘটনাক কংগ্ৰেছে ৰাজনীতিকৰণ কৰা বুলি কয় বিজেপিয়ে।	The BJP has accused the Congress of politicising the violence in Delhi.
আনহাতে স্থানীয় বিধায়ক তথা মন্ত্ৰী নৱ দলেৰ লগতে লখিমপুৰৰ উপায়ুক্ত আৰু ঢকুৱাখনাৰ মহকুমাধিপতি গৰাকীক এই নিৰ্মাণকাৰ্য নিজ চকুৰে প্ৰত্যক্ষ কৰি দুৰ্নীতিগ্ৰস্ত ঠিকাদাৰী প্ৰতিষ্ঠান আৰু গৰকাপ্তানী বিভাগৰ অভিযন্তা গৰাকীৰ ওপৰত শাস্তিমূলক ব্যৱস্থা কৰিবলৈ সকলোৱে দাবী উত্থাপন কৰিছে।	On the other hand, the local MLA and Minister Naba Dal, along with the Deputy Commissioner of Lakhimpur and the Sub-Divisional Magistrate of Dhakuakhana, have all demanded to see this construction with their own eyes and take punitive action against the corrupt contractor firm and the engineer of the Public Works Department.
কাছাৰ জিলাৰ বৰখলা সমষ্টিৰ ৰানিঘাট পেলাদহৰ গাঁৱৰ প্ৰাক্তন বিএছএফ কৰ্মী চজিবুৰ ৰহমানৰ শৰীৰত কোৰোনা ধৰাৰ পিছত তেওঁৰ লগত সংস্পৰ্শথ থকা আন তিনি গৰাকী লোককো কোৱাৰেন্টাইনত ৰখা হৈছে৷	Three other people who were in contact with Sajibur Rahman, a former BSF personnel from Ranighat Peladhar village in Barkhala upazila of Cachar district, have also been placed under quarantine after his body was found with corona.
বৰষুণৰ বাবে স্থগিত ভাৰত-পাকিস্তানৰ বিশ্বকাপক খেল।	India-Pakistan World Cup match called off due to rain
বিজেপিত যোগদানৰ মন মেলিছে বিৰোধীৰ ১৫জনকৈ বিধায়কে	15 Opposition MLAs willing to join BJP
উল্লেখ্য,বিহপুৰীয়া বিধান সভা সমষ্টিটোৰ বৰ্তমানৰ বিজেপি বিধায়ক দেৱানন্দ হাজৰিকাই সমষ্টিটোৰ পৰা এইবাৰ নিৰ্বাচনত বিজেপিৰ হৈ টিকট নোপোনাটো নিশ্চিত বুলি একাংশ সংবাদ মাধ্যমত বিষয়টো চৰ্চিত হোৱাত বিধায়কগৰাকীৰ একাংশ ঘনিষ্ঠই সহজভাবে লব পৰা নাই ৷	Notably, the sitting BJP MLA from Bihpuria Vidhan Sabha constituency, Dewananda Hazarika, is not sure of getting a BJP ticket this time from the constituency.
অর্থাৎ ৰাজহুৱা হ’ব দেশৰ সর্ববৃহৎ বীমা প্রতিষ্ঠানটোৰ অংশদাৰিত্ব বিক্রীৰ নিবিদা৷	This means that the public will not want to sell its stake in the country's largest insurance company.
চাওঁক সেই ভিডিঅ’	Take a look at the video
কোনো কাৰণতে জাতি ধ্বংসী বিধেয়ক গৃহিত হবলৈ নিদিয়াৰ হুংকাৰ ৷	Under no circumstances should the anti-national bill be allowed to be passed.
প্রতিদিনে ক’ভিড–১৯ত আক্রান্ত লোকৰ সংখ্যা বৃদ্ধি পাবলৈ ধৰিছে৷	The number of people infected with COVID-19 is increasing every day.
অলিম্পিকত অসমৰ লগতে দেশৰ নাম উজলোৱা বক্সাৰ লাভলিনা বৰগোঁহাইক প্ৰদান কৰা হয় শ্ৰেষ্ঠ ক্ৰীড়াবিদৰ সন্মান।	Boxer Lovlina Borgohain, who brought laurels to Assam as well as the country in the Olympics, was given the best sportsperson honour.
পূৰ্বে সম্ভাৱনা কৰা হৈছিল যে ৪৯ বছৰীয়া ৰাঠোৰে কেবিনেটত স্থান পাব।	Earlier, it was expected that the 49-year-old Rathore would make it to the cabinet.
জানিব পৰা মতে, বিশ্ববিদ্যালয়ৰ এম এন ডি পি আৰু এছ এন বি চি হোষ্টেলৰ একাংশ ছাত্ৰৰ মাজত যোৱা নিশা সংঘটিত হৈছে প্ৰচণ্ড মাৰপিট।	Reportedly, a scuffle broke out between some students of the university's MNDP and SNBC hostels last night.
অমায়িক স্বভাৱৰ ছাত্ৰীগৰাকীয়ে লোৱা এনে অনাকাংশিত সিদ্ধান্তৰ পাছতে অঞ্চলটোত শোকৰ ছাঁ পৰিছে।	A pall of gloom has descended in the area following such an unexpected decision taken by the amiable student.
সেই পৰীক্ষাতে ধৰা পৰিছিল বন্তি শইকীয়া, অজিত শইকীয়া আৰু কংকনজ্যোতি বৰাৰ দেহত কোভিড-১৯।	In that test, COVID-19 was detected in the bodies of Bunty Saikia, Ajit Saikia and Kankanjyoti Bora.
বৰ্তমানলৈ নিহত এজনো চিনাক্ত হোৱা নাই।	At present, the dead have not been identified.
মূল্যবৃদ্ধিৰ বিৰুদ্ধে গান্ধী পথাৰত সদৌ অসম গ্ৰামীণ শ্ৰমিক সন্থাৰ প্ৰতিবাদী সভা...	All Assam Gramin Sramik Sangha holds protest meeting at Gandhi Maidan against price hike
বিবাহিত কন্যাক হত্যা কৰাৰ ক্ষেত্রত সহায় কৰিলে মাতৃয়ে৷	The mother assisted in the murder of her married daughter.
ইয়াৰ উপৰিও এছ ডি আৰ এফ বাহিনী আৰু অগ্নিনিৰ্ব্বাপক বাহিনীৰ জোৱানেও ট্ৰেভেলাৰখন উঠোৱাত সহায় কৰে।	SDRF and fire brigade personnel also helped in lifting the trawler.
দক্ষিণ শালমাৰাৰ টুমনিত জিলা কৰ্মচাৰী পৰিষদৰ বাৰ্ষিক অধিবেশনৰ সফল সামৰণি	Successful conclusion of the annual session of the District Staff Council in Tumni, South Salmara
বিশেষ বাৰ্তা, ২ মাৰ্চঃ সংবাদ শিৰোনামত ইউক্ৰেইনৰ এখন ভাৰতীয় ৰেষ্টুৰেণ্ট।	Special Message, March 2: An Indian restaurant in Ukraine in the news headlines.
গুৱাহাটীকে ধৰি দেশৰ বিভিন্ন স্থানৰ পৰা ফাট বিহু চাবলৈ যোৱা মানুহে সেই সাংস্কৃতিক শোভাযাত্ৰাত অঞ্চলটোৰ কৃষ্টি-সংস্কৃতি প্ৰতিফলন হোৱা দৃশ্য চাব খোজে।	People who visit Phat Bihu from different parts of the country, including Guwahati, want to see the culture of the region reflected in that cultural procession.
সকলোৱে কয় যে, “বিশ্বত্ৰাস কোৰোনাৰ পৰা পৰিত্ৰাণ পাবৰ বাবে আমাৰ ৰাষ্ট্ৰই যি সমূহ প্ৰতিকাৰমূলক পদক্ষেপ গ্ৰহণ কৰিছে তাৰ ফলত আমি পশ্চিমীয়া ৰাষ্ট্ৰসমূহতকৈ সুৰক্ষিত হৈ আছো।	"All said and done, ""We are safer than the Western nations because of the remedial measures that our nation has taken to get rid of Vishvatras Corona."
নন্দিতাক ন্যায় দিয়ক, নৰপিশাচ হত্যাকাৰী ৰিণ্টু শর্মাক ফাঁচি দিয়ক, আমাক ন্যায় লাগে, নাৰীক সুৰক্ষা দিয়ক আদি শ্লোগানেৰে প্রায় ১ ঘণ্টা ঢ়কুৱাখনা নগৰৰ পৰিৱেশ উত্তাল কৰি তোলে৷	Dhakuakhana stirred the atmosphere of the town for about 1 hour with slogans like give justice to Nandita, hang the dacoit killer Rintu Sharma, we want justice, give protection to women etc.
দুদিনীয়া ভ্ৰমণসূচীৰে ভূটানলৈ প্ৰধানমন্ত্ৰী	PM to visit Bhutan on a two-day visit
আজাৰৰ দুখে তেওঁৰ বুকু বিন্ধে।	Azar's pain pierces his chest.
শনিবাৰে ৰিয়াজৰ ফলাফল ওলাল, তেওঁ ৯৫ শতাংশ নম্বৰেৰে উৰ্ত্তীণ হৈছে।	Riaz's result came out on Saturday, he has passed with 95 per cent marks.
নগাওঁ সমষ্টিৰ অন্তৰ্গত লামডিং বিধানসভা সমষ্টিত সন্ধিয়া ৫বজালৈ ৭৮.৮০ শতাংশ ভোটাৰে ভোটধিকাৰ সাব্যস্ত কৰে।	78.80 percent of voters exercised their franchise till 5 pm in Lumding assembly constituency under Nagaon constituency.
চামগুৰিত ভাৰত বিৰোধী পোষ্ট শ্বেয়াৰ কৰি এজন গ্ৰেপ্তাৰ	One arrested for sharing anti-India post on Twitter
সংবাদ মাধ্যমৰ সৈতে বাৰ্তালাপ কৰি জ্যেষ্ঠ কংগ্ৰেছ নেতাগৰাকীয়ে প্ৰিয়ংকা গান্ধী সন্দৰ্ভত মন্তব্য কৰি কয়, প্ৰিয়ংকা এগৰাকী উদ্যমী নেত্ৰী।	"Speaking to the media, the senior Congress leader commented on Priyanka Gandhi and said, ""Priyanka is an energetic leader."
আজিৰ সভাতে যোগেন তামুলীৰ স্মাৰক গ্ৰন্থ সংগ্ৰাহলয় এটা তেওঁৰ পৰিয়ালে তামুলীয়ে পঢ়া বিদ্যালয় খনতে প্ৰতিষ্ঠা কৰে।	In today's meeting, a memorial book collection of Yogen Tamuly was established by his family in the same school where Tamuly studied.
বহুলোকে বৰামৰ এই উপাৰ্জন দেখি মন্তব্য কৰিছে যে- বৰামৰ ১ টা বছৰত যিমান উপাৰ্জন কৰে, আমি কিজানি জীৱনতো উপাৰ্জন কৰিব নোৱাৰিম।	Many people have seen this income of Baram and commented that - Baram earns as much as he earns in 1 year, we will not be able to earn in any life.
ৰাসত তাৰে বৰ্ণনা আছে।	There is a description of it in the Rasa.
কা, জাতি-মাটি আৰু নৱবৰ্ষ	Ka, Jan-Mati and New Year
জন্মদিনটোত গুজৰাটতে কটাবলগীয়া মোডীয়ে কেইবাটাও কাৰ্যসূচীতো অংশ লব।	Modi, who will spend his birthday in Gujarat, will also take part in several programmes.
কিন্তু বিভিন্ন অসুবিধাৰ বাবে এই আইন সঠিকভাৱে বলৱৎ কৰিবলৈ সক্ষম হোৱা নাছিলোঁ৷	However, due to various difficulties, this law could not be enforced properly.
অসমৰ গ্ৰাম্য অঞ্চল বা সীমান্তৱৰ্তী পাহাৰীয়া বা বনাঞ্চলসমূহতে নহয়, মহানগৰীৰ ৰাজপথতো বনৰীয়া হাতীয়ে প্ৰৱেশ কৰাৰ উদাহৰণ আছে।	There are instances of wild elephants entering not only the rural areas of Assam or the bordering hills or forests, but also the highways of the metropolis.
সেই সময়তে তেওঁৰ ওচৰত চুবুৰীয়া বন্ধু মকবুল হুছেইন লস্কৰে আগবাঢ়ি আহিছিল সহায়ৰ বাবে।	At the same time, he was approached by a neighbour, Maqbool Hussain Laskar, for help.
তেওঁলোকে কাম-কাজ জাতীয় লজ্জালৈ পৰিণত হৈছে।	Their actions have become a matter of national shame.
ইয়াৰ পিছতে শিলগোসাঁনী থান শাখা সাহিত্য সভাৰ সভাপতি প্ৰিয়নাথ বৰ্মনৰ পৌৰোহিত্যত হোৱা মহেশ্বৰ হালৈ সম্বৰ্দ্ধনা আৰু অভিনন্দন গ্ৰন্থ উন্মোচনী সভাৰ উদ্দেশ্য ব্যাখ্যা আগবঢ়ায় শিলগোসাঁনী থান শাখা সাহিত্য সভাৰ সম্পাদক আজাম আলীয়ে।	This was followed by felicitation and felicitation to Maheswar Hal, who was presided over by Priyanath Barman, president of Silgosani Than Branch Sahitya Sabha, while Azam Ali, secretary of Silgosani Than Branch Sahitya Sabha, explained the purpose of the book release function.
মুস্কানক হিজাব পিন্ধি বিদ্যালয়লৈ অহাৰ সময়তে ‘জয় শ্ৰী ৰাম’ ধ্বনি দিছিল একাংশ শিক্ষাৰ্থীয়ে আৰু তাৰ প্ৰত্যুত্তৰত মুস্কানে ‘আল্লাহু আকবৰ’ বুলি চিঞৰিছিল।	When Muskaan came to school wearing a hijab, some students chanted'Jai Shri Ram'and Muskaan shouted'Allahu Akbar'in response.
মথুৰাৰ বাকে বিহাৰী মন্দিৰত ফাকুৱাৰ আনন্দ।	Hanging out at the Bakke Bihari Temple in Mathura is a delight.
ৰাহুলৰ চিন্তা-আদৰ্শত তেওঁ বাৰুকৈ উদ্বুদ্ধ।	He is deeply inspired by Rahul's thoughts and ideals.
লগে লগে জিএমচিএইচলৈ স্থানান্তৰ কৰে ডঃ চফুৰ আলীক।	Dr Safoor Ali was immediately shifted to GMCH.
ডেইলী বিষ্টৰ প্রতিবেদন অনুসৰি ৰাছেলে ফ্লেগেটৰ মাংস ভক্ষণ কৰিছিল৷	The Daily Beast reports that Russell ate Flaget's meat.
তাহানিৰে পৰা চাইকেলে মানৱতাক সেৱা আগবঢ়াই আহিছে।	Since then, bicycles have served humanity.
গুৱাহাটী বিশ্ববিদ্যালয়তো ৰাহুলৰ কাম-কাজ আৰু আচৰণে অতি কম সময়ৰ ভিতৰতে সকলোৰে দৃষ্টি আকৰ্ষণ কৰিছিল।	Even in Gauhati University, Rahul's actions and behaviour caught everyone's attention in a very short time.
তাৰ পাছতেই ইমৰাণ খানৰ পদক লৈ আছিল অনিশ্চিয়তা।	Then there was the uncertainty over Imran Khan's medal.
কাৰ বিৰুদ্ধে অসম আৰু উত্তৰ-পূৰ্বাঞ্চলৰ সৰ্বাধিক ক্ষতি হ’ব।	Against whom Assam and the North East will suffer the most.
ইয়াৰ পিছতে নগাঁও জিলা আৰক্ষী অধীক্ষক আনন্দ মিশ্ৰ ঘটনাস্থলীত উপস্থিত হৈ আহত নুৰুল হুদাক উন্নত চিকিৎসাৰ বাবে নগাঁওলৈ প্ৰেৰণ কৰে ।	Later, Nagaon district Superintendent of Police Anand Mishra reached the spot and sent the injured Nurul Huda to Nagaon for better treatment.
ইপিনে, এই বৰ্ষত ৰাজ্যত এবাৰ ব্যৱহাৰযোগ্য প্লাষ্টিক সম্পূৰ্ণ নিষিদ্ধ কৰা হ’ব বুলি মন্ত্ৰীগৰাকীয়ে সদৰী কৰে৷	Similarly, single-use plastic will be completely banned in the state this year, the minister informed.
ইয়াৰ পাছতে প্ৰাক্তন আৰক্ষী বিষয়া তথা লিখক হিৰণ্য কুমাৰ ভট্টাচাৰ্যৰ বাসগৃহলৈ গৈ তেখেতৰো খা- খবৰ লোৱা সাদিন-প্ৰতিদিন গোষ্ঠীৰ তৰফৰ পৰা।	This was followed by the Sadin-Pratidin group visiting the residence of Hiranya Kumar Bhattacharyya, a former police officer and writer.
উল্লেখ্য যে, শুকুৰবাৰে অৰ্থাৎ ২৪ জানুৱাৰীত বোকাখাতত বিজেপি-অগপই ঐক্য সমদল কাৰ্যসূচী গ্ৰহণ কৰিছে।	It may be mentioned that the BJP-AGP has taken out a unity rally at Bokakhat on Friday i.e. 24th January.
নপুখুৰী দুলীয়াজানত সংঘটিত হৈছে এই ঘটনা।	The incident took place in Dhubri.
মাজনিশা ভয়ংকৰ পথ দুৰ্ঘটনা, থিতাতে নিহত ৯	9 killed in road accident
উপাচাৰ্য ৰূপে এইখন বিশ্ববিদ্যালয়ৰ দায়িত্ব লোৱাৰ পাছত প্ৰথম আপোনাৰ কৰণীয় কি হ’ব?মই সকলোবোৰ কথা এতিয়ালৈকে ভবা নাই।	After taking charge of this university as the Vice-Chancellor, what will be your first task? I have not thought of everything yet.
তেওঁ সম্পাদনা কৰা আৰু পৰিচালনা কৰা বিদেশত আপোন মানুহ নামৰ চলচ্চিত্ৰখনে দৰ্শকৰ ভূয়সী প্ৰশংসা বুটলিছিল।	Abroad, Apon Manush, a film he edited and directed, was well received by audiences.
মন্ত্ৰী হিমন্ত বিশ্ব শৰ্মাৰ সৈতে বহু বিষয়ত আলোচনাত বহে বিত্তমন্ত্ৰী সীতাৰমন।	Finance Minister Sitharaman held discussions with Minister Himanta Biswa Sarma on a range of issues.
প্ৰেৰক ৰূপজ্যোতি বৰা	Sender Rupjyoti Bora
ইয়াৰ পিচত নাট্য পুৰোধা ভবেন বৰুৱা সোৱঁৰণী মঞ্চত অৱতাৰ চাহানীৰ পৰিচালনাৰে আমন্ত্ৰিত নাট দিল্লীৰ আৰ্ট ৰ নিবেদন নাগিন তেৰা বংশ বাৰে আৰু মনিমালা দাসৰ  ৰচনা আৰু পৰিচালনাৰে পূৰ্ণাংগ নাট সোণাপুৰ শাখাৰ ভূমিকন্যাৰ উপৰি নিশা ৯ বজাত গীতিকা বুজৰবৰুৱাৰ ৰচনা আৰু পৰিচালনা আৰু সুশীল মেধিৰ পৰিকল্পনাত পুৰ্ণাংগ  নাট অস্তিত্ব মঞ্চস্থ কৰা হয়।	This was followed by Nritya Purodha, Bhaben Baruah, Sowroni stage, Nritya Dilli's art performance invited by Avtar Sahani's direction, Nagin Tera Vansh Baray and Monimala Das's composition and direction, Bhumikanya of Poornanga Nata Sonapur section, and Poornanga Nata Astitva staged by Geetika Bujarbaruah's composition and direction and Sushil Medhi's planning at 9 pm.
দেশৰ এই জটিল সন্ধিক্ষণত নিজৰ জীৱনক বাজী লগাই কাম কৰি থকা সকলো চিকিৎসক আৰু স্বাস্থ্যকৰ্মীক প্ৰয়োজনীয় পি পি ই কিট, উপযুক্ত মাস্কৰ লগতে প্ৰতিৰোধক সকলো সাজ-পাৰ আৰু সামগ্ৰী চৰকাৰক যোগান ধৰিবৰ বাবে নিৰ্দেশ প্ৰদান কৰে উচ্চতম ন্যায়ালয়ে।	The Supreme Court directed the government to supply all the necessary PPE kits, appropriate masks as well as protective gear and materials to all the doctors and health workers who are working at the risk of their lives at this critical juncture of the country.
কিয়নোইতিপূৰ্বেও ডিমাচা অনাডিমাচাৰ মাজত এনে সংঘাতৰ সৃষ্টি হৈছিল যাৰ ফলত কেইবা শ লোকৰঘৰ ভস্মীভূত হোৱাৰ দৰে ভয়াৱহ পৰিস্থিতিৰ সৃষ্টি হৈছিল।	Because despite this, such a conflict arose among the Dimasa Anadimacha that led to a terrible situation in which several hundred houses were burned down.
কালি মাতৃয়ে ফোনযোগে সৰস্বতী দাসৰ সৈতে যোগাযোগ কৰিবলৈ সক্ষম হৈছিল৷	Yesterday, the mother was able to contact Saraswati Das over the phone.
বিয়লি ৪ বজালৈকে ৪২.৭০ শতাংশ ভোটগ্ৰহণ সম্পন্ন।	42.70 percent polling completed till 4 pm.
হিলদল ভাঙি মানুহে ছবিখন উপভোগ কৰিছে।	People are enjoying the film.
দেওবাৰে মহানগৰীৰ দীঘলীপুখুৰীৰ পাৰৰ ৰাজ্যিক সংগ্ৰহালয়ৰ কনকলাল বৰুৱা প্ৰেক্ষাগৃহত জ্যেষ্ঠ সাংবাদিক স্বপ্না বেজবৰুৱাৰ সেউজীয়া উশাহ গ্ৰন্থখন উন্মোচন কৰি দিয়া ভাষণত এনেদৰে কয় বিশিষ্ট সাহিত্যিক নিৰুপমা বৰগোহাঞিয়ে।	Noted litterateur Nirupama Borgohain said this in her speech while releasing senior journalist Swapna Bezbaruah's book Green Breath at the Kanaklal Boruah Auditorium of the State Museum on the banks of the Dighalipukhuri in the city on Sunday.
বিজ্ঞান বিষয়ক তথা “পোহৰ” শীৰ্ষক প্ৰাচীৰ পত্ৰিকাখন মুকলি কৰে বালিপৰা শিক্ষাখণ্ডৰ বিদ্যালয়সমূহৰ সহঃ পৰিদৰ্শক ৰঞ্জন কুমাৰ দাসে।	"Ranjan Kumar Das, Co-Inspector of Schools, Balipara Education Block, released the wall magazine on science and titled ""Pohor."""
পিতৃ আনন্দ কৃষ্ণনে চিৰিপন্ন’ই বৌদ্ধ ভীক্ষু হিচাপে দীক্ষা লোৱাৰ পূৰ্বে আৰু পাছতো কেইবাবাৰো সাক্ষাৎ কৰি ব্যৱসায় কাৰ্যলৈ উভতি আহিবলৈ আহ্বান জনায় যদিও সেই কথা তেওঁ নুশুনিলে।	His father, Ananda Krishnan Siripanno, met several times before and after his initiation as a Buddhist monk and urged him to return to business, but he did not listen.
নিহত লোক জনৰ নাম জয় শীল(৩৫)।	The deceased has been identified as Jai Sheel (35).
মঙলবাৰৰ পুৱাৰ লৈকে ৫০০ ৰ ঘৰ পাৰ কৰিছে এই সংখ্যাই।	The figure has crossed 500 houses as of Tuesday morning.
দুই বছৰ পূৰ্বে তেওঁ মেডিকেল পাঠ্যক্ৰমত অধ্যয়নৰ বাবে ইউক্ৰেইনলৈ গৈছিল।	Two years ago, he went to Ukraine to study in a medical course.
সভাৰ অন্তত ছাত্ৰীসকলক মানপত্ৰ আৰু কিতাপৰ টোপোলাৰে অভিনন্দন জনোৱাহয়৷	At the end of the meeting, the students are congratulated with a certificate and a book.
